ascii                                     country  admin1  lat       long
Woodland Park               US  CO  38.99388  -105.05693
Woodmoor                    US  CO  39.10138  -104.84748
Colby                       US  KS  39.39584  -101.05238
Dodge City                  US  KS  37.7528   -100.01708
Garden City                 US  KS  37.97169  -100.87266
Liberal                     US  KS  37.04308  -100.921
Ulysses                     US  KS  37.58141  -101.35517
Alamogordo                  US  NM  32.89953  -105.96026
Albuquerque                 US  NM  35.08449  -106.65114
Anthony                     US  NM  32.00399  -106.60583
Artesia                     US  NM  32.84233  -104.4033
Aztec                       US  NM  36.82223  -107.99285
Belen                       US  NM  34.66284  -106.77642
Bernalillo                  US  NM  35.30004  -106.55114
Bloomfield                  US  NM  36.71112  -107.98451
Carlsbad                    US  NM  32.42067  -104.22884
Chaparral                   US  NM  32.02376  -106.38566
Clovis                      US  NM  34.4048   -103.20523
Corrales                    US  NM  35.23782  -106.60669
Deming                      US  NM  32.2687   -107.75864
Eldorado at Santa Fe        US  NM  35.52642  -105.93474
Espanola                    US  NM  35.99113  -106.08058
Farmington                  US  NM  36.72806  -108.21869
Gallup                      US  NM  35.52808  -108.74258
Grants                      US  NM  35.14726  -107.85145
Hobbs                       US  NM  32.70261  -103.13604
Kirtland                    US  NM  36.73417  -108.3598
Las Cruces                  US  NM  32.31232  -106.77834
Las Vegas                   US  NM  35.59393  -105.2239
Lee Acres                   US  NM  35.14866  -106.64697
Lee Acres                   US  NM  36.69889  -108.03674
Los Alamos                  US  NM  35.88808  -106.30697
Los Chaves                  US  NM  34.727    -106.73836
Los Lunas                   US  NM  34.80617  -106.73336
Los Ranchos de Albuquerque  US  NM  35.16199  -106.6428
Lovington                   US  NM  32.94401  -103.34855
North Valley                US  NM  35.17338  -106.62336
Portales                    US  NM  34.18619  -103.3344
Raton                       US  NM  36.90336  -104.43915
Rio Rancho                  US  NM  35.23338  -106.66447
Roswell                     US  NM  33.39427  -104.52302
Ruidoso                     US  NM  33.33175  -105.67304
Santa Fe                    US  NM  35.68698  -105.9378
Shiprock                    US  NM  36.78555  -108.68703
Silver City                 US  NM  32.77008  -108.28033
Socorro                     US  NM  34.0584   -106.89142
South Valley                US  NM  35.01005  -106.67808
Sunland Park                US  NM  31.7965   -106.57999
Taos                        US  NM  36.40725  -105.57307
Truth or Consequences       US  NM  33.1284   -107.25281
Tucumcari                   US  NM  35.17172  -103.72497
White Rock                  US  NM  35.82753  -106.20391
Zuni Pueblo                 US  NM  35.07253  -108.85064
Boulder City                US  NV  35.97859  -114.83249
Carson City                 US  NV  39.1638   -119.7674
Cold Springs                US  NV  39.68019  -119.97659
Dayton                      US  NV  39.23714  -119.59295
Enterprise                  US  NV  36.02525  -115.24194
Fallon                      US  NV  39.47353  -118.77737
Fernley                     US  NV  39.60797  -119.25183
Gardnerville                US  NV  38.9413   -119.74962
Gardnerville Ranchos        US  NV  38.88824  -119.74129
Henderson                   US  NV  36.0397   -114.98194
Incline Village             US  NV  39.2513   -119.97297
Johnson Lane                US  NV  39.04796  -119.72212
Las Vegas                   US  NV  36.17497  -115.13722
Laughlin                    US  NV  35.16778  -114.57302
Lemmon Valley               US  NV  39.63602  -119.84325
Mesquite                    US  NV  36.80553  -114.06719
Moapa Valley                US  NV  36.58053  -114.47026
North Las Vegas             US  NV  36.19886  -115.1175
Pahrump                     US  NV  36.20829  -115.98391
Paradise                    US  NV  36.09719  -115.14666
Reno                        US  NV  39.52963  -119.8138
Silver Springs              US  NV  39.41547  -119.22461
Spanish Springs             US  NV  39.64908  -119.70741
Sparks                      US  NV  39.53491  -119.75269
Spring Valley               US  NV  36.10803  -115.245
Sun Valley                  US  NV  39.5963   -119.77602
Sunrise Manor               US  NV  36.21108  -115.07306
Whitney                     US  NV  36.07081  -115.08416
Winchester                  US  NV  36.12997  -115.11889
Guymon                      US  OK  36.6828   -101.48155
Alpine                      US  TX  30.35849  -103.66101
Amarillo                    US  TX  35.222    -101.8313
Andrews                     US  TX  32.31872  -102.54572
Anthony                     US  TX  31.99927  -106.60555
Big Spring                  US  TX  32.2504   -101.47874
Borger                      US  TX  35.66782  -101.39739
Brownfield                  US  TX  33.1812   -102.27435
Canutillo                   US  TX  31.91149  -106.60027
Canyon                      US  TX  34.98033  -101.9188
Childress                   US  TX  34.42645  -100.204
Dalhart                     US  TX  36.05948  -102.51325
Del Rio                     US  TX  29.36273  -100.89676
Dumas                       US  TX  35.86559  -101.97324
Eagle Pass                  US  TX  28.70914  -100.49952
Eidson Road                 US  TX  28.6772   -100.48702
El Paso                     US  TX  31.75872  -106.48693
Fabens                      US  TX  31.50234  -106.15859
Fort Stockton               US  TX  30.89404  -102.87932
Hereford                    US  TX  34.81506  -102.3977
Homestead Meadows North     US  TX  31.84963  -106.17285
Homestead Meadows South     US  TX  31.81097  -106.16427
Horizon City                US  TX  31.69261  -106.20748
Kermit                      US  TX  31.85763  -103.09267
Lamesa                      US  TX  32.7376   -101.95099
Levelland                   US  TX  33.58732  -102.37796
Littlefield                 US  TX  33.91731  -102.3249
Lubbock                     US  TX  33.57786  -101.85517
Midland                     US  TX  31.99735  -102.07791
Monahans                    US  TX  31.5943   -102.89265
Muleshoe                    US  TX  34.22647  -102.72383
Odessa                      US  TX  31.84568  -102.36764
Pampa                       US  TX  35.53616  -100.95987
Pecos                       US  TX  31.42291  -103.49323
Perryton                    US  TX  36.40003  -100.80265
Plainview                   US  TX  34.18479  -101.70684
Post                        US  TX  33.19093  -101.37819
San Angelo                  US  TX  31.46377  -100.43704
San Elizario                US  TX  31.58511  -106.27276
Seminole                                                 US  TX  32.71899  -102.64491
Slaton                                                   US  TX  33.43731  -101.64349
Snyder                                                   US  TX  32.71789  -100.91762
Socorro                                                  US  TX  31.65456  -106.30331
Socorro Mission Number 1 Colonia                         US  TX  31.63622  -106.29054
Sweetwater                                               US  TX  32.47095  -100.40594
West Odessa                                              US  TX  31.84235  -102.49876
Cedar City                                               US  UT  37.67748  -113.06189
Enoch                                                    US  UT  37.77331  -113.02439
Ephraim                                                  US  UT  39.35968  -111.58631
Hurricane                                                US  UT  37.17526  -113.28995
Ivins                                                    US  UT  37.16859  -113.67941
Moab                                                     US  UT  38.57332  -109.54984
Nephi                                                    US  UT  39.71023  -111.83632
Price                                                    US  UT  39.59941  -110.81071
Richfield                                                US  UT  38.77247  -112.08409
Saint George                                             US  UT  37.10415  -113.58412
Santa Clara                                              US  UT  37.13304  -113.65413
Santaquin                                                US  UT  39.97551  -111.78521
Washington                                               US  UT  37.13054  -113.50829
West Sedona                                              US  AZ  34.86724  -111.80543
Wasco                                                    US  CA  35.59412  -119.34095
Indian Hills                                             US  NV  39.08602  -119.78407
Anthem                                                   US  AZ  33.86726  -112.14682
Apache Junction                                          US  AZ  33.41505  -111.54958
Arizona City                                             US  AZ  32.75589  -111.67096
Avondale                                                 US  AZ  33.4356   -112.3496
Avra Valley                                              US  AZ  32.43785  -111.31538
Benson                                                   US  AZ  31.96786  -110.29452
Big Park                                                 US  AZ  34.7803   -111.76265
Rathdrum                                                 US  ID  47.81373  -116.89196
Juneau                                                   US  AK  58.30194  -134.41972
Ketchikan                                                US  AK  55.34222  -131.64611
Little Cottonwood Creek Valley                           US  UT  40.60439  -111.82938
Salem                                                    US  UT  40.05301  -111.67354
Lea Hill                                                 US  WA  47.32621  -122.18151
Sitka                                                    US  AK  57.05306  -135.33
Anderson                                                 US  CA  40.44821  -122.29778
Arcata                                                   US  CA  40.86652  -124.08284
Bayside                                                  US  CA  40.84235  -124.06367
Crescent City                                            US  CA  41.75595  -124.20175
Eureka                                                   US  CA  40.80207  -124.16367
Fortuna                                                  US  CA  40.59819  -124.15728
McKinleyville                                            US  CA  40.94652  -124.10062
Red Bluff                                                US  CA  40.17849  -122.23583
Redding                                                  US  CA  40.58654  -122.39168
Shasta Lake                                              US  CA  40.68043  -122.37084
Susanville                                               US  CA  40.41628  -120.65301
Yreka                                                    US  CA  41.73542  -122.63447
Berthoud                                                 US  CO  40.30832  -105.08109
Boulder                                                  US  CO  40.01499  -105.27055
Brush                                                    US  CO  40.25887  -103.62384
Craig                                                    US  CO  40.51525  -107.54645
Erie                                                     US  CO  40.05026  -105.04998
Estes Park                                               US  CO  40.37721  -105.52167
Evans                                                    US  CO  40.37637  -104.69219
Firestone                                                US  CO  40.11248  -104.93664
Fort Collins                                             US  CO  40.58526  -105.08442
Fort Lupton                                              US  CO  40.08471  -104.81303
Fort Morgan                                              US  CO  40.25026  -103.79995
Frederick                                                US  CO  40.09915  -104.9372
Greeley                                                  US  CO  40.42331  -104.70913
Johnstown                                                US  CO  40.33693  -104.9122
Longmont                                                 US  CO  40.16721  -105.10193
Loveland                                                 US  CO  40.39776  -105.07498
Milliken                                                 US  CO  40.32943  -104.85525
Steamboat Springs                                        US  CO  40.48498  -106.83172
Sterling                                                 US  CO  40.62554  -103.20771
Wellington                                               US  CO  40.70387  -105.00859
Windsor                                                  US  CO  40.47748  -104.90136
Ammon                                                    US  ID  43.46964  -111.96664
Blackfoot                                                US  ID  43.19047  -112.34498
Boise                                                    US  ID  43.6135   -116.20345
Burley                                                   US  ID  42.53574  -113.79279
Caldwell                                                 US  ID  43.66294  -116.68736
Chubbuck                                                 US  ID  42.92075  -112.46609
Coeur d'Alene                                            US  ID  47.67768  -116.78047
Eagle                                                    US  ID  43.69544  -116.35401
Emmett                                                   US  ID  43.8735   -116.4993
Garden City                                              US  ID  43.62211  -116.23817
Hailey                                                   US  ID  43.51963  -114.31532
Hayden                                                   US  ID  47.76602  -116.78658
Idaho Falls                                              US  ID  43.46658  -112.03414
Jerome                                                   US  ID  42.72407  -114.51865
Kuna                                                     US  ID  43.49183  -116.42012
Lewiston                                                 US  ID  46.41655  -117.01766
Lewiston Orchards                                        US  ID  46.38044  -116.97543
Meridian                                                 US  ID  43.61211  -116.39151
Middleton                                                US  ID  43.70683  -116.62014
Moscow                                                   US  ID  46.73239  -117.00017
Mountain Home                                            US  ID  43.13295  -115.6912
Nampa                                                    US  ID  43.54072  -116.56346
Payette                                                  US  ID  44.07822  -116.93377
Pocatello                                                US  ID  42.8713   -112.44553
Post Falls                                               US  ID  47.71796  -116.95159
Preston                                                  US  ID  42.09631  -111.87662
Rexburg                                                  US  ID  43.82602  -111.78969
Rupert                                                   US  ID  42.61908  -113.67723
Sandpoint                                                US  ID  48.27659  -116.55325
Star                                                     US  ID  43.69211  -116.49346
Twin Falls                                               US  ID  42.56297  -114.46087
Weiser                                                   US  ID  44.251    -116.96933
Anaconda                                                 US  MT  46.12854  -112.94226
Belgrade                                                 US  MT  45.77604  -111.1769
Billings                                                 US  MT  45.78329  -108.50069
Bozeman                                                  US  MT  45.67965  -111.03856
Butte                                                    US  MT  46.00382  -112.53474
Evergreen                                                US  MT  48.22579  -114.27624
Great Falls                                              US  MT  47.50024  -111.30081
Havre                                                    US  MT  48.55     -109.68409
Helena                                                   US  MT  46.59271  -112.03611
Kalispell                                                US  MT  48.19579  -114.31291
Laurel                                                   US  MT  45.66912  -108.77153
Lewistown                                                US  MT  47.06247  -109.42824
Livingston                                               US  MT  45.66244  -110.56104
Lockwood                                                 US  MT  45.81912  -108.41486
Miles City                                               US  MT  46.40834  -105.84056
Missoula                                                 US  MT  46.87215  -113.994
Orchard Homes                                            US  MT  46.86326  -114.04844
Sidney                                                   US  MT  47.71668  -104.15633
Whitefish                                                US  MT  48.41108  -114.33763
Bismarck                                                 US  ND  46.80833  -100.78374
Dickinson                                                US  ND  46.87918  -102.78962
Mandan                                                   US  ND  46.82666  -100.88958
Minot                                                    US  ND  48.23251  -101.29627
Williston                                                US  ND  48.14697  -103.61797
Alliance                                                 US  NE  42.10163  -102.87214
Chadron                                                  US  NE  42.82942  -102.99991
Gering                                                   US  NE  41.8258   -103.6605
McCook                                                   US  NE  40.20195  -100.62571
North Platte                                             US  NE  41.12389  -100.76542
Scottsbluff                                              US  NE  41.86663  -103.66717
Sidney                                                   US  NE  41.14276  -102.97798
Elko                                                     US  NV  40.83242  -115.76312
Spring Creek                                             US  NV  40.72659  -115.5859
Winnemucca                                               US  NV  40.97296  -117.73568
Albany                                                   US  OR  44.63651  -123.10593
Aloha                                                    US  OR  45.49428  -122.86705
Altamont                                                 US  OR  42.20681  -121.73722
Ashland                                                  US  OR  42.19458  -122.70948
Astoria                                                  US  OR  46.18788  -123.83125
Baker City                                               US  OR  44.77487  -117.83438
Beaverton                                                US  OR  45.48706  -122.80371
Bend                                                     US  OR  44.05817  -121.31531
Bethany                                                  US  OR  45.55789  -122.8676
Brookings                                                US  OR  42.05261  -124.28398
Canby                                                    US  OR  45.2629   -122.69259
Cedar Hills                                              US  OR  45.50484  -122.79843
Cedar Mill                                               US  OR  45.52484  -122.81093
Central Point                                            US  OR  42.37596  -122.91643
Clackamas                                                US  OR  45.40762  -122.57037
Coos Bay                                                 US  OR  43.3665   -124.21789
Cornelius                                                US  OR  45.51984  -123.05983
Corvallis                                                US  OR  44.56457  -123.26204
Cottage Grove                                            US  OR  43.79762  -123.05952
Creswell                                                 US  OR  43.9179   -123.02453
Dallas                                                   US  OR  44.91928  -123.31705
Damascus                                                 US  OR  45.41762  -122.45898
Deschutes River Woods                                    US  OR  43.99151  -121.35836
Eagle Point                                              US  OR  42.47263  -122.80282
Eugene                                                   US  OR  44.05207  -123.08675
Fairview                                                 US  OR  45.53845  -122.43398
Florence                                                 US  OR  43.98262  -124.09984
Forest Grove                                             US  OR  45.51984  -123.11066
Four Corners                                             US  OR  44.9279   -122.98371
Gladstone                                                US  OR  45.38068  -122.59481
Grants Pass                                              US  OR  42.43901  -123.32839
Green                                                    US  OR  43.16039  -123.36785
Gresham                                                  US  OR  45.49818  -122.43148
Happy Valley                                             US  OR  45.44679  -122.53037
Hayesville                                               US  OR  44.98595  -122.98287
Hermiston                                                US  OR  45.84041  -119.28946
Hillsboro                                                US  OR  45.52289  -122.98983
Hood River                                               US  OR  45.7054   -121.52146
Independence                                             US  OR  44.85123  -123.18677
Jennings Lodge                                           US  OR  45.39123  -122.61259
Junction City                                            US  OR  44.21929  -123.20565
Keizer                                                   US  OR  44.99012  -123.02621
Klamath Falls                                            US  OR  42.22487  -121.78167
La Grande                                                US  OR  45.32458  -118.08772
Lake Oswego                                              US  OR  45.42067  -122.67065
Lebanon                                                  US  OR  44.53651  -122.90703
Lents                                                    US  OR  45.47984  -122.56731
Lincoln City                                             US  OR  44.95816  -124.01789
Madras                                                   US  OR  44.63345  -121.12949
McMinnville                                              US  OR  45.21012  -123.19872
Medford                                                  US  OR  42.32652  -122.87559
Milton-Freewater                                         US  OR  45.93263  -118.38774
Milwaukie                                                US  OR  45.44623  -122.63926
Molalla                                                  US  OR  45.14734  -122.57703
Monmouth                                                 US  OR  44.84845  -123.23399
Newberg                                                  US  OR  45.30012  -122.97316
Newport                                                  US  OR  44.63678  -124.05345
North Bend                                               US  OR  43.4065   -124.22428
Oak Grove                                                US  OR  45.41679  -122.64009
Oak Hills                                                US  OR  45.54123  -122.84121
Ontario                                                  US  OR  44.02655  -116.96294
Oregon City                                              US  OR  45.35734  -122.60676
Pendleton                                                US  OR  45.67208  -118.7886
Portland                                                 US  OR  45.52345  -122.67621
Prineville                                               US  OR  44.29985  -120.83447
Raleigh Hills                                            US  OR  45.48067  -122.76204
Redmond                                                  US  OR  44.27262  -121.17392
Rockcreek                                                US  OR  45.55012  -122.87705
Roseburg                                                 US  OR  43.2165   -123.34174
Saint Helens                                             US  OR  45.864    -122.80649
Salem                                                    US  OR  44.9429   -123.0351
Sandy                                                    US  OR  45.39734  -122.26148
Scappoose                                                US  OR  45.75428  -122.8776
Seaside                                                  US  OR  45.99316  -123.92264
Sheridan                                                 US  OR  45.09928  -123.39483
Sherwood                                                 US  OR  45.35651  -122.8401
Silverton                                                US  OR  45.00512  -122.78315
Springfield                                              US  OR  44.04624  -123.02203
Stayton                                                  US  OR  44.80068  -122.79453
Sunnyside                                                US  OR  45.42679  -122.52759
Sutherlin                                                US  OR  43.39012  -123.31258
Sweet Home                                               US  OR  44.39762  -122.7362
Talent                                                   US  OR  42.24568  -122.78865
The Dalles                                               US  OR  45.59456  -121.17868
Tigard                                                   US  OR  45.43123  -122.77149
Troutdale                                                US  OR  45.53929  -122.38731
Tualatin                                                 US  OR  45.38401  -122.76399
Umatilla                                                 US  OR  45.91735  -119.34252
West Haven                                               US  OR  45.51762  -122.76954
West Linn                                                US  OR  45.36568  -122.61231
West Slope                                               US  OR  45.49873  -122.76454
White City                                               US  OR  42.43735  -122.85893
Wilsonville                                              US  OR  45.29984  -122.77371
Winston                                                  US  OR  43.12234  -123.41257
Woodburn                                                 US  OR  45.14373  -122.85537
Belle Fourche                                            US  SD  44.67137  -103.85215
Box Elder                                                US  SD  44.11249  -103.06823
Pierre                                                   US  SD  44.36832  -100.35097
Rapid City                                               US  SD  44.08054  -103.23101
Rapid Valley                                             US  SD  44.06249  -103.14629
Spearfish                                                US  SD  44.49082  -103.85937
Sturgis                                                  US  SD  44.40971  -103.50908
Alpine                                                   US  UT  40.45328  -111.77799
Bluffdale                                                US  UT  40.48967  -111.93882
Bountiful                                                US  UT  40.88939  -111.88077
Brigham City                                             US  UT  41.51021  -112.0155
Canyon Rim                                               US  UT  40.70661  -111.82188
Cedar Hills                                              US  UT  40.41412  -111.75854
Centerville                                              US  UT  40.918    -111.87216
Clearfield                                               US  UT  41.11078  -112.02605
Clinton                                                  US  UT  41.13967  -112.0505
Cottonwood Heights                                       US  UT  40.61967  -111.81021
Draper                                                   US  UT  40.52467  -111.86382
Eagle Mountain                                           US  UT  40.31412  -112.00688
East Millcreek                                           US  UT  40.69995  -111.81049
Farmington                                               US  UT  40.9805   -111.88744
Farr West                                                US  UT  41.29717  -112.02772
Grantsville                                              US  UT  40.59994  -112.4644
Harrisville                                              US  UT  41.28133  -111.98828
Heber                                                    US  UT  40.5069   -111.41324
Herriman                                                 US  UT  40.51411  -112.03299
Highland                                                 US  UT  40.44995  -111.77021
Holladay                                                 US  UT  40.66884  -111.82466
Hooper                                                   US  UT  41.16383  -112.12244
Hyrum                                                    US  UT  41.6341   -111.85217
Kaysville                                                US  UT  41.03522  -111.93855
Kearns                                                   US  UT  40.65995  -111.99633
Layton                                                   US  UT  41.06022  -111.97105
Lehi                                                     US  UT  40.39162  -111.85077
Lindon                                                   US  UT  40.34329  -111.72076
Logan                                                    US  UT  41.73549  -111.83439
Magna                                                    US  UT  40.70911  -112.10161
Mapleton                                                 US  UT  40.13023  -111.57853
Midvale                                                  US  UT  40.61106  -111.89994
Millcreek                                                US  UT  40.68689  -111.87549
Mount Olympus                                            US  UT  40.6855   -111.78854
Murray                                                   US  UT  40.66689  -111.88799
Nibley                                                   US  UT  41.67438  -111.833
North Logan                                              US  UT  41.76937  -111.80467
North Ogden                                              US  UT  41.30716  -111.96022
North Salt Lake                                          US  UT  40.84856  -111.90688
Ogden                                                    US  UT  41.223    -111.97383
Oquirrh                                                  US  UT  40.6305   -112.03383
Orem                                                     US  UT  40.2969   -111.69465
Park City                                                US  UT  40.64606  -111.49797
Payson                                                   US  UT  40.0444   -111.73215
Plain City                                               US  UT  41.298    -112.08605
Pleasant Grove                                           US  UT  40.36412  -111.73854
Pleasant View                                            US  UT  41.31828  -111.99216
Providence                                               US  UT  41.70632  -111.81716
Provo                                                    US  UT  40.23384  -111.65853
Riverdale                                                US  UT  41.17689  -112.00383
Riverton                                                 US  UT  40.52189  -111.9391
Roosevelt                                                US  UT  40.2994   -109.98876
Roy                                                      US  UT  41.16161  -112.02633
Salt Lake City                                           US  UT  40.76078  -111.89105
Sandy City                                               US  UT  40.57204  -111.86056
Sandy Hills                                              US  UT  40.58106  -111.85077
Saratoga Springs                                         US  UT  40.34912  -111.90466
Smithfield                                               US  UT  41.83826  -111.83272
Snyderville                                              US  UT  40.69439  -111.54381
South Jordan Heights                                     US  UT  40.56384  -111.94938
South Jordan                                             US  UT  40.56217  -111.92966
South Ogden                                              US  UT  41.19189  -111.97133
South Salt Lake                                          US  UT  40.71884  -111.88827
South Weber                                              US  UT  41.13244  -111.93022
Spanish Fork                                             US  UT  40.11496  -111.65492
Springville                                              US  UT  40.16523  -111.61075
Stansbury park                                           US  UT  40.63772  -112.29606
Summit Park                                              US  UT  40.74578  -111.61159
Sunset                                                   US  UT  41.13633  -112.03105
Syracuse                                                 US  UT  41.08939  -112.06467
Taylorsville                                             US  UT  40.66772  -111.93883
Tooele                                                   US  UT  40.53078  -112.29828
Tremonton                                                US  UT  41.71187  -112.16551
Vernal                                                   US  UT  40.45552  -109.52875
Washington Terrace                                       US  UT  41.17272  -111.97661
West Bountiful                                           US  UT  40.89383  -111.90188
West Haven                                               US  UT  41.203    -112.05105
West Jordan                                              US  UT  40.60967  -111.9391
West Point                                               US  UT  41.11828  -112.08411
West Valley City                                         US  UT  40.69161  -112.00105
White City                                               US  UT  40.56578  -111.86438
Woods Cross                                              US  UT  40.87161  -111.89216
Aberdeen                                                 US  WA  46.97537  -123.81572
Airway Heights                                           US  WA  47.64461  -117.59327
Alderwood Manor                                          US  WA  47.82204  -122.28207
Anacortes                                                US  WA  48.5126   -122.61267
Arlington                                                US  WA  48.19871  -122.12514
Artondale                                                US  WA  47.29954  -122.62069
Auburn                                                   US  WA  47.30732  -122.22845
Barberton                                                US  WA  45.69317  -122.59899
Battle Ground                                            US  WA  45.78095  -122.53343
Bellevue                                                 US  WA  47.61038  -122.20068
Bellingham                                               US  WA  48.75955  -122.48822
Birch Bay                                                US  WA  48.91789  -122.74462
Bonney Lake                                              US  WA  47.17705  -122.18651
Bothell                                                  US  WA  47.76232  -122.2054
Boulevard Park                                           US  WA  47.48927  -122.31512
Bremerton                                                US  WA  47.56732  -122.63264
Brier                                                    US  WA  47.78454  -122.27429
Burien                                                   US  WA  47.47038  -122.34679
Burlington                                               US  WA  48.47566  -122.32544
Camano                                                   US  WA  48.17399  -122.52821
Camas                                                    US  WA  45.58706  -122.39954
Centralia                                                US  WA  46.71621  -122.9543
Chehalis                                                 US  WA  46.66205  -122.96402
Cheney                                                   US  WA  47.48739  -117.57576
Clarkston                                                US  WA  46.41627  -117.04516
College Place                                            US  WA  46.0493   -118.3883
Cottage Lake                                             US  WA  47.74427  -122.07735
Country Homes                                            US  WA  47.75075  -117.40025
Covington                                                US  WA  47.35818  -122.12216
Des Moines                                               US  WA  47.40177  -122.32429
Dishman                                                  US  WA  47.66007  -117.27596
DuPont                                                   US  WA  47.09676  -122.63124
Duvall                                                   US  WA  47.74232  -121.98568
East Port Orchard                                        US  WA  47.52343  -122.6243
East Renton Highlands                                    US  WA  47.48482  -122.11234
East Wenatchee                                           US  WA  47.41568  -120.29313
East Wenatchee Bench                                     US  WA  47.42568  -120.28118
Edgewood                                                 US  WA  47.2501   -122.29373
Edmonds                                                  US  WA  47.81065  -122.37736
Elk Plain                                                US  WA  47.05316  -122.39762
Ellensburg                                               US  WA  46.99651  -120.54785
Enumclaw                                                 US  WA  47.20427  -121.9915
Ephrata                                                  US  WA  47.31764  -119.55365
Everett                                                  US  WA  47.97898  -122.20208
Fairwood                                                 US  WA  47.44843  -122.15734
Fairwood                                                 US  WA  47.76684  -117.41744
Felida                                                   US  WA  45.70956  -122.70732
Federal Way                                              US  WA  47.32232  -122.31262
Ferndale                                                 US  WA  48.8465   -122.59101
Fife                                                     US  WA  47.23927  -122.35707
Finley                                                   US  WA  46.15402  -119.0339
Fircrest                                                 US  WA  47.23954  -122.51596
Five Corners                                             US  WA  45.68456  -122.5751
Frederickson                                             US  WA  47.09621  -122.35873
Gig Harbor                                               US  WA  47.32926  -122.58013
Graham                                                   US  WA  47.05288  -122.29428
Grandview                                                US  WA  46.25097  -119.9017
Hazel Dell                                               US  WA  45.67151  -122.66288
Hobart                                                   US  WA  47.42177  -121.97289
Hoquiam                                                  US  WA  46.98092  -123.88933
Issaquah                                                 US  WA  47.5301   -122.03262
Kelso                                                    US  WA  46.14678  -122.90844
Kenmore                                                  US  WA  47.75732  -122.24401
Kennewick                                                US  WA  46.21125  -119.13723
Kent                                                     US  WA  47.38093  -122.23484
Kingsgate                                                US  WA  47.72704  -122.17957
Kirkland                                                 US  WA  47.68149  -122.20874
Klahanie                                                 US  WA  47.43121  -122.43652
Lacey                                                    US  WA  47.03426  -122.82319
Lake Forest Park                                         US  WA  47.75676  -122.28096
Lake Shore                                               US  WA  45.69067  -122.69093
Lake Stevens                                             US  WA  48.0151   -122.06374
Lakewood                                                 US  WA  47.17176  -122.51846
Liberty Lake                                             US  WA  47.67591  -117.11821
Longview                                                 US  WA  46.13817  -122.93817
Lynden                                                   US  WA  48.9465   -122.45211
Lynnwood                                                 US  WA  47.82093  -122.31513
Maltby                                                   US  WA  47.8051   -122.11318
Manchester                                               US  WA  47.55593  -122.54486
Maple Valley                                             US  WA  47.39272  -122.04641
Maplewood                                                US  WA  47.40176  -122.55707
Martha Lake                                              US  WA  47.85093  -122.2393
Marysville                                               US  WA  48.05176  -122.17708
Mead                                                     US  WA  47.76739  -117.35494
Medical Lake                                             US  WA  47.57294  -117.68216
Mercer Island                                            US  WA  47.57065  -122.22207
Midland                                                  US  WA  47.16704  -122.40484
Mill Creek                                               US  WA  47.8601   -122.2043
Mill Plain                                               US  WA  45.6429   -122.49398
Milton                                                   US  WA  47.24816  -122.3129
Minnehaha                                                US  WA  45.65901  -122.64871
Monroe                                                   US  WA  47.85538  -121.97096
Moses Lake                                               US  WA  47.13014  -119.27808
Mount Vernon                                             US  WA  48.42122  -122.33405
Mount Vista                                              US  WA  45.73428  -122.63288
Mountlake Terrace                                        US  WA  47.78815  -122.30874
Mukilteo                                                 US  WA  47.94454  -122.30458
Newcastle                                                US  WA  47.53899  -122.15568
Normandy Park                                            US  WA  47.43621  -122.34068
North Bend                                               US  WA  47.49566  -121.78678
North Creek                                              US  WA  47.81954  -122.17624
Oak Harbor                                               US  WA  48.29316  -122.64322
Ocean Shores                                             US  WA  46.9737   -124.15629
Olympia                                                  US  WA  47.03787  -122.9007
Opportunity                                              US  WA  47.64995  -117.23991
Orchards                                                 US  WA  45.66651  -122.56093
Orting                                                   US  WA  47.09788  -122.20428
Othello                                                  US  WA  46.82597  -119.17529
Pacific                                                  US  WA  47.26455  -122.25012
Parkland                                                 US  WA  47.15538  -122.43401
Parkwood                                                 US  WA  47.53315  -122.61014
Pasco                                                    US  WA  46.23958  -119.10057
Port Angeles                                             US  WA  48.11815  -123.43074
Port Orchard                                             US  WA  47.54037  -122.63625
Port Townsend                                            US  WA  48.11704  -122.76045
Poulsbo                                                  US  WA  47.73593  -122.64654
Prairie Ridge                                            US  WA  47.1376   -122.14873
Prosser                                                  US  WA  46.2068   -119.76892
Pullman                                                  US  WA  46.73127  -117.17962
Puyallup                                                 US  WA  47.18538  -122.2929
Quincy                                                   US  WA  47.2343   -119.85255
Redmond                                                  US  WA  47.67399  -122.12151
Renton                                                   US  WA  47.48288  -122.21707
Richland                                                 US  WA  46.28569  -119.28446
